,Tarifa,Anio,Verano,Mes,Consumo,Precio,kwh,Minimo
46,Tarifa 1A,2022,FEBRERO,ABRIL,Consumointermedio,0.926,50,25
47,Tarifa 1A,2022,FEBRERO,ABRIL,Consumoexcedente,3.191,,25
48,Tarifa 1A,2022,FEBRERO,MAYO,Consumobasico,0.806,100,25
49,Tarifa 1A,2022,FEBRERO,MAYO,Consumointermedio,0.932,50,25
50,Tarifa 1A,2022,FEBRERO,MAYO,Consumoexcedente,3.21,,25
51,Tarifa 1A,2022,FEBRERO,JUNIO,Consumobasico,0.811,100,25
52,Tarifa 1A,2022,FEBRERO,JUNIO,Consumointermedio,0.938,50,25
53,Tarifa 1A,2022,FEBRERO,JUNIO,Consumoexcedente,3.229,,25
54,Tarifa 1A,2022,FEBRERO,JULIO,Consumobasico,0.816,100,25
55,Tarifa 1A,2022,FEBRERO,JULIO,Consumointermedio,0.944,50,25
56,Tarifa 1A,2022,FEBRERO,JULIO,Consumoexcedente,3.248,,25
57,Tarifa 1A,2022,FEBRERO,AGOSTO,Consumobasico,0.917,75,25
58,Tarifa 1A,2022,FEBRERO,AGOSTO,Consumointermedio,1.118,75,25
59,Tarifa 1A,2022,FEBRERO,AGOSTO,Consumoexcedente,3.267,,25
60,Tarifa 1A,2022,FEBRERO,SEPTIEMBRE,Consumobasico,0.922,75,25
61,Tarifa 1A,2022,FEBRERO,SEPTIEMBRE,Consumointermedio,1.125,75,25
62,Tarifa 1A,2022,FEBRERO,SEPTIEMBRE,Consumoexcedente,3.286,,25
63,Tarifa 1A,2022,FEBRERO,OCTUBRE,Consumobasico,0.927,75,25
64,Tarifa 1A,2022,FEBRERO,OCTUBRE,Consumointermedio,1.132,75,25
65,Tarifa 1A,2022,FEBRERO,OCTUBRE,Consumoexcedente,3.306,,25
66,Tarifa 1A,2022,FEBRERO,NOVIEMBRE,Consumobasico,0.933,75,25
67,Tarifa 1A,2022,FEBRERO,NOVIEMBRE,Consumointermedio,1.139,75,25
68,Tarifa 1A,2022,FEBRERO,NOVIEMBRE,Consumoexcedente,3.326,,25
69,Tarifa 1A,2022,FEBRERO,DICIEMBRE,Consumobasico,0.939,75,25
70,Tarifa 1A,2022,FEBRERO,DICIEMBRE,Consumointermedio,1.146,75,25
71,Tarifa 1A,2022,FEBRERO,DICIEMBRE,Consumoexcedente,3.346,,25
72,Tarifa 1A,2022,MARZO,ENERO,Consumobasico,0.882,75,25
73,Tarifa 1A,2022,MARZO,ENERO,Consumointermedio,1.073,75,25
74,Tarifa 1A,2022,MARZO,ENERO,Consumoexcedente,3.134,,25
75,Tarifa 1A,2022,MARZO,FEBRERO,Consumobasico,0.887,75,25
76,Tarifa 1A,2022,MARZO,FEBRERO,Consumointermedio,1.079,75,25
77,Tarifa 1A,2022,MARZO,FEBRERO,Consumoexcedente,3.153,,25
78,Tarifa 1A,2022,MARZO,MARZO,Consumobasico,0.796,100,25
79,Tarifa 1A,2022,MARZO,MARZO,Consumointermedio,0.921,50,25
80,Tarifa 1A,2022,MARZO,MARZO,Consumoexcedente,3.172,,25
81,Tarifa 1A,2022,MARZO,ABRIL,Consumobasico,0.801,100,25
82,Tarifa 1A,2022,MARZO,ABRIL,Consumointermedio,0.926,50,25
83,Tarifa 1A,2022,MARZO,ABRIL,Consumoexcedente,3.191,,25
84,Tarifa 1A,2022,MARZO,MAYO,Consumobasico,0.806,100,25
85,Tarifa 1A,2022,MARZO,MAYO,Consumointermedio,0.932,50,25
86,Tarifa 1A,2022,MARZO,MAYO,Consumoexcedente,3.21,,25
87,Tarifa 1A,2022,MARZO,JUNIO,Consumobasico,0.811,100,25
88,Tarifa 1A,2022,MARZO,JUNIO,Consumointermedio,0.938,50,25
89,Tarifa 1A,2022,MARZO,JUNIO,Consumoexcedente,3.229,,25
90,Tarifa 1A,2022,MARZO,JULIO,Consumobasico,0.816,100,25
91,Tarifa 1A,2022,MARZO,JULIO,Consumointermedio,0.944,50,25
92,Tarifa 1A,2022,MARZO,JULIO,Consumoexcedente,3.248,,25
93,Tarifa 1A,2022,MARZO,AGOSTO,Consumobasico,0.821,100,25
94,Tarifa 1A,2022,MARZO,AGOSTO,Consumointermedio,0.950,50,25
95,Tarifa 1A,2022,MARZO,AGOSTO,Consumoexcedente,3.267,,25
96,Tarifa 1A,2022,MARZO,SEPTIEMBRE,Consumobasico,0.922,75,25
97,Tarifa 1A,2022,MARZO,SEPTIEMBRE,Consumointermedio,1.125,75,25
98,Tarifa 1A,2022,MARZO,SEPTIEMBRE,Consumoexcedente,3.286,,25
99,Tarifa 1A,2022,MARZO,OCTUBRE,Consumobasico,0.927,75,25
100,Tarifa 1A,2022,MARZO,OCTUBRE,Consumointermedio,1.132,75,25
101,Tarifa 1A,2022,MARZO,OCTUBRE,Consumoexcedente,3.306,,25
102,Tarifa 1A,2022,MARZO,NOVIEMBRE,Consumobasico,0.933,75,25
103,Tarifa 1A,2022,MARZO,NOVIEMBRE,Consumointermedio,1.139,75,25
104,Tarifa 1A,2022,MARZO,NOVIEMBRE,Consumoexcedente,3.326,,25
105,Tarifa 1A,2022,MARZO,DICIEMBRE,Consumobasico,0.939,75,25
106,Tarifa 1A,2022,MARZO,DICIEMBRE,Consumointermedio,1.146,75,25
107,Tarifa 1A,2022,MARZO,DICIEMBRE,Consumoexcedente,3.346,,25
108,Tarifa 1A,2022,ABRIL,ENERO,Consumobasico,0.882,75,25
109,Tarifa 1A,2022,ABRIL,ENERO,Consumointermedio,1.073,75,25
110,Tarifa 1A,2022,ABRIL,ENERO,Consumoexcedente,3.134,,25
111,Tarifa 1A,2022,ABRIL,FEBRERO,Consumobasico,0.887,75,25
112,Tarifa 1A,2022,ABRIL,FEBRERO,Consumointermedio,1.079,75,25
113,Tarifa 1A,2022,ABRIL,FEBRERO,Consumoexcedente,3.153,,25
114,Tarifa 1A,2022,ABRIL,MARZO,Consumobasico,0.892,75,25
115,Tarifa 1A,2022,ABRIL,MARZO,Consumointermedio,1.085,75,25
116,Tarifa 1A,2022,ABRIL,MARZO,Consumoexcedente,3.172,,25
117,Tarifa 1A,2022,ABRIL,ABRIL,Consumobasico,0.801,100,25
118,Tarifa 1A,2022,ABRIL,ABRIL,Consumointermedio,0.926,50,25
119,Tarifa 1A,2022,ABRIL,ABRIL,Consumoexcedente,3.191,,25
120,Tarifa 1A,2022,ABRIL,MAYO,Consumobasico,0.806,100,25
121,Tarifa 1A,2022,ABRIL,MAYO,Consumointermedio,0.932,50,25
122,Tarifa 1A,2022,ABRIL,MAYO,Consumoexcedente,3.21,,25
123,Tarifa 1A,2022,ABRIL,JUNIO,Consumobasico,0.811,100,25
124,Tarifa 1A,2022,ABRIL,JUNIO,Consumointermedio,0.938,50,25
125,Tarifa 1A,2022,ABRIL,JUNIO,Consumoexcedente,3.229,,25
126,Tarifa 1A,2022,ABRIL,JULIO,Consumobasico,0.816,100,25
127,Tarifa 1A,2022,ABRIL,JULIO,Consumointermedio,0.944,50,25
128,Tarifa 1A,2022,ABRIL,JULIO,Consumoexcedente,3.248,,25
129,Tarifa 1A,2022,ABRIL,AGOSTO,Consumobasico,0.821,100,25
130,Tarifa 1A,2022,ABRIL,AGOSTO,Consumointermedio,0.950,50,25
131,Tarifa 1A,2022,ABRIL,AGOSTO,Consumoexcedente,3.267,,25
132,Tarifa 1A,2022,ABRIL,SEPTIEMBRE,Consumobasico,0.826,100,25
133,Tarifa 1A,2022,ABRIL,SEPTIEMBRE,Consumointermedio,0.956,50,25
134,Tarifa 1A,2022,ABRIL,SEPTIEMBRE,Consumoexcedente,3.286,,25
135,Tarifa 1A,2022,ABRIL,OCTUBRE,Consumobasico,0.927,75,25
136,Tarifa 1A,2022,ABRIL,OCTUBRE,Consumointermedio,1.132,75,25
137,Tarifa 1A,2022,ABRIL,OCTUBRE,Consumoexcedente,3.306,,25
138,Tarifa 1A,2022,ABRIL,NOVIEMBRE,Consumobasico,0.933,75,25
139,Tarifa 1A,2022,ABRIL,NOVIEMBRE,Consumointermedio,1.139,75,25
140,Tarifa 1A,2022,ABRIL,NOVIEMBRE,Consumoexcedente,3.326,,25
141,Tarifa 1A,2022,ABRIL,DICIEMBRE,Consumobasico,0.939,75,25
142,Tarifa 1A,2022,ABRIL,DICIEMBRE,Consumointermedio,1.146,75,25
143,Tarifa 1A,2022,ABRIL,DICIEMBRE,Consumoexcedente,3.346,,25
144,Tarifa 1A,2022,MAYO,ENERO,Consumobasico,0.882,75,25
145,Tarifa 1A,2022,MAYO,ENERO,Consumointermedio,1.073,75,25
146,Tarifa 1A,2022,MAYO,ENERO,Consumoexcedente,3.134,,25
147,Tarifa 1A,2022,MAYO,FEBRERO,Consumobasico,0.887,75,25
148,Tarifa 1A,2022,MAYO,FEBRERO,Consumointermedio,1.079,75,25
149,Tarifa 1A,2022,MAYO,FEBRERO,Consumoexcedente,3.153,,25
150,Tarifa 1A,2022,MAYO,MARZO,Consumobasico,0.892,75,25
151,Tarifa 1A,2022,MAYO,MARZO,Consumointermedio,1.085,75,25
152,Tarifa 1A,2022,MAYO,MARZO,Consumoexcedente,3.172,,25
153,Tarifa 1A,2022,MAYO,ABRIL,Consumobasico,0.897,75,25
154,Tarifa 1A,2022,MAYO,ABRIL,Consumointermedio,1.091,75,25
155,Tarifa 1A,2022,MAYO,ABRIL,Consumoexcedente,3.191,,25
156,Tarifa 1A,2022,MAYO,MAYO,Consumobasico,0.806,100,25
157,Tarifa 1A,2022,MAYO,MAYO,Consumointermedio,0.932,50,25
158,Tarifa 1A,2022,MAYO,MAYO,Consumoexcedente,3.21,,25
159,Tarifa 1A,2022,MAYO,JUNIO,Consumobasico,0.811,100,25
160,Tarifa 1A,2022,MAYO,JUNIO,Consumointermedio,0.938,50,25
161,Tarifa 1A,2022,MAYO,JUNIO,Consumoexcedente,3.229,,25
162,Tarifa 1A,2022,MAYO,JULIO,Consumobasico,0.816,100,25
163,Tarifa 1A,2022,MAYO,JULIO,Consumointermedio,0.944,50,25
164,Tarifa 1A,2022,MAYO,JULIO,Consumoexcedente,3.248,,25
165,Tarifa 1A,2022,MAYO,AGOSTO,Consumobasico,0.821,100,25
166,Tarifa 1A,2022,MAYO,AGOSTO,Consumointermedio,0.950,50,25
167,Tarifa 1A,2022,MAYO,AGOSTO,Consumoexcedente,3.267,,25
168,Tarifa 1A,2022,MAYO,SEPTIEMBRE,Consumobasico,0.826,100,25
169,Tarifa 1A,2022,MAYO,SEPTIEMBRE,Consumointermedio,0.956,50,25
170,Tarifa 1A,2022,MAYO,SEPTIEMBRE,Consumoexcedente,3.286,,25
171,Tarifa 1A,2022,MAYO,OCTUBRE,Consumobasico,0.831,100,25
172,Tarifa 1A,2022,MAYO,OCTUBRE,Consumointermedio,0.962,50,25
173,Tarifa 1A,2022,MAYO,OCTUBRE,Consumoexcedente,3.306,,25
174,Tarifa 1A,2022,MAYO,NOVIEMBRE,Consumobasico,0.933,75,25
175,Tarifa 1A,2022,MAYO,NOVIEMBRE,Consumointermedio,1.139,75,25
176,Tarifa 1A,2022,MAYO,NOVIEMBRE,Consumoexcedente,3.326,,25
177,Tarifa 1A,2022,MAYO,DICIEMBRE,Consumobasico,0.939,75,25
178,Tarifa 1A,2022,MAYO,DICIEMBRE,Consumointermedio,1.146,75,25
179,Tarifa 1A,2022,MAYO,DICIEMBRE,Consumoexcedente,3.346,,25
